uniqueID,drugName,condition,rating,date,usefulCount
177400,Duloxetine,Depression,1,3-Sep-16,14
177398,Duloxetine,Major Depressive Disorde,1,6-Sep-16,8
177396,Duloxetine,Chronic Pain,8,7-Sep-16,105
177394,Duloxetine,Generalized Anxiety Disorde,1,11-Sep-16,17
177387,Duloxetine,Chronic Pain,7,21-Sep-16,1
177379,Duloxetine,Anxiety,8,3-Oct-16,42
177377,Duloxetine,Anxiety,4,8-Oct-16,7
177375,Duloxetine,Depression,8,8-Oct-16,53
177368,Duloxetine,Bipolar Disorde,9,18-Oct-16,7
177365,Duloxetine,Peripheral Neuropathy,7,28-Oct-16,13
177357,Duloxetine,Depression,10,25-Nov-16,54
177356,Duloxetine,Depression,10,26-Nov-16,7
177355,Duloxetine,Chronic Pain,7,6-Jan-17,33
177354,Duloxetine,Anxiety,10,9-Jan-17,36
177353,Duloxetine,Major Depressive Disorde,5,10-Jan-17,10
177352,Duloxetine,Depression,1,11-Jan-17,24
177349,Duloxetine,Depression,10,14-Jan-17,31
177337,Duloxetine,Depression,1,25-Jan-17,30
177330,Duloxetine,ibromyalgia,1,29-Nov-16,20
177323,Duloxetine,Anxiety,9,8-Dec-16,46
177322,Duloxetine,Back Pain,1,9-Dec-16,20
177313,Duloxetine,Depression,1,28-Dec-16,21
177299,Duloxetine,Anxiety,9,7-Feb-17,49
177296,Duloxetine,Anxiety,10,9-Feb-17,74
177295,Duloxetine,Depression,1,11-Feb-17,2
177289,Duloxetine,Major Depressive Disorde,9,21-Feb-17,3
177284,Duloxetine,Anxiety,10,7-Mar-17,67
177281,Duloxetine,Peripheral Neuropathy,1,13-Mar-17,4
177280,Duloxetine,Depression,8,27-Apr-17,35
177273,Duloxetine,Peripheral Neuropathy,3,15-May-17,4
177271,Duloxetine,Anxiety,9,15-May-17,70
177270,Duloxetine,Peripheral Neuropathy,7,16-May-17,2
177264,Duloxetine,Chronic Pain,8,30-May-17,36
177258,Duloxetine,Depression,9,12-Jun-17,15
177248,Duloxetine,Depression,1,26-Mar-17,16
177247,Duloxetine,ibromyalgia,1,26-Mar-17,32
177243,Duloxetine,Depression,1,11-Apr-17,15
177241,Duloxetine,ibromyalgia,5,13-Apr-17,22
177236,Duloxetine,Anxiety,9,17-Apr-17,87
177235,Duloxetine,Anxiety,1,20-Apr-17,25
177230,Duloxetine,Depression,9,21-Jun-17,42
177209,Duloxetine,Diabetic Peripheral Neuropathy,9,7-Aug-17,9
177208,Duloxetine,Depression,5,10-Aug-17,24
177206,Duloxetine,Depression,10,13-Aug-17,9
177205,Xeomin,Cervical Dystonia,5,29-Apr-16,1
177197,Duloxetine,Chronic Pain,9,26-Oct-17,26
177196,Duloxetine,Anxiety,8,29-Oct-17,12
177194,Duloxetine,Generalized Anxiety Disorde,10,2-Nov-17,2
177193,Duloxetine,Depression,1,2-Nov-17,3
177190,Duloxetine,ibromyalgia,7,6-Nov-17,3
177185,Duloxetine,Anxiety,2,18-Nov-17,2
177181,Duloxetine,Anxiety,1,11-Dec-17,0
177175,Duloxetine,Generalized Anxiety Disorde,10,15-Aug-17,13
177159,Duloxetine,ibromyalgia,10,16-Sep-17,20
177153,Duloxetine,Anxiety,9,6-Oct-17,10
177152,Duloxetine,ibromyalgia,10,7-Oct-17,20
177148,Glycerin,Constipation,10,25-Apr-09,0
177146,Lamisil AT,Tinea Cruris,9,11-Mar-08,25
177144,Lamisil AT,Tinea Cruris,10,26-Aug-09,50
177135,Nostrilla,Nasal Congestion,1,29-Oct-16,6
177134,Nostrilla,Nasal Congestion,9,21-Nov-16,4
177133,Nostrilla,Nasal Congestion,1,4-Jan-17,5
177130,Sporanox,Vaginal Yeast Infection,10,10-Oct-08,34
177125,Sporanox,"Aspergillosis, Aspergilloma",10,20-Feb-11,35
177124,Sporanox,Vaginal Yeast Infection,10,1-Jun-11,26
177117,Rajani,Birth Control,1,28-Jun-17,2
177115,Rajani,Birth Control,7,26-Sep-17,0
177111,Combivir,Occupational Exposure,2,5-Apr-15,1
177105,Promethazine,Nausea/Vomiting,9,15-Jul-08,16
177098,Gentian violet,Not Listed / Othe,9,10-Jul-16,0
177095,Promethazine,Sedation,9,16-Dec-08,104
177088,Promethazine,Nausea/Vomiting,10,7-Apr-09,26
177084,Promethazine,Nausea/Vomiting,10,27-May-09,21
177083,Promethazine,Nausea/Vomiting,10,30-Jul-09,11
177081,Promethazine,Vertig,2,4-Oct-09,22
177080,Promethazine,Nausea/Vomiting,10,26-Oct-09,23
177079,Promethazine,Nausea/Vomiting,7,30-Oct-09,6
177078,Promethazine,Nausea/Vomiting,10,18-Nov-09,21
177065,Promethazine,Nausea/Vomiting,10,19-Apr-15,13
177060,Promethazine,Light Sedation,10,25-Aug-15,20
177057,Promethazine,Allergic Rhinitis,9,31-Aug-15,5
177050,Promethazine,Nausea/Vomiting,10,4-Nov-15,36
177045,Promethazine,Sedation,8,18-May-10,45
177043,Promethazine,Nausea/Vomiting,10,3-Jun-10,6
177041,Promethazine,Not Listed / Othe,9,28-Jun-10,3
177038,Promethazine,Nausea/Vomiting,9,6-Jul-10,4
177034,Promethazine,Nausea/Vomiting,10,25-Sep-10,22
177026,Promethazine,Nausea/Vomiting,6,6-Apr-11,3
177017,Promethazine,Light Sedation,8,26-Oct-13,7
177014,Promethazine,Nausea/Vomiting,10,9-Apr-14,26
177013,Promethazine,Nausea/Vomiting,4,22-Apr-14,8
177007,Promethazine,Nausea/Vomiting,10,30-Oct-14,27
177003,Promethazine,Nausea/Vomiting,10,19-Nov-14,33
177000,Promethazine,Nausea/Vomiting,10,24-Dec-14,34
176998,Promethazine,Sedation,10,27-Jan-15,35
176996,Promethazine,Nausea/Vomiting,10,28-Nov-11,33
176991,Promethazine,Nausea/Vomiting,10,30-Mar-12,29
176987,Promethazine,Light Sedation,1,29-Aug-12,23
176984,Promethazine,Nausea/Vomiting,9,25-Dec-12,15
176983,Promethazine,Nausea/Vomiting,10,18-Jan-13,39
176982,Promethazine,Nausea/Vomiting,10,10-Feb-13,16
176981,Promethazine,Vertig,10,12-Mar-13,30
176979,Promethazine,Opiate Adjunct,9,8-Apr-13,19
176976,Promethazine,Nausea/Vomiting,10,7-May-13,16
176969,Adalimumab,Plaque Psoriasis,1,19-Apr-17,2
176960,Adalimumab,Psoriasis,8,1-Jun-17,11
176955,Adalimumab,Ulcerative Colitis,10,21-Jun-17,8
176954,Adalimumab,Rheumatoid Arthritis,1,28-Jun-17,12
176949,Adalimumab,Ankylosing Spondylitis,7,14-Jul-17,3
176946,Adalimumab,Ankylosing Spondylitis,8,25-Jul-17,4
176943,Adalimumab,Ankylosing Spondylitis,1,15-Aug-17,2
176941,Adalimumab,"Crohn's Disease, Maintenance",10,30-Aug-17,1
176940,Adalimumab,Crohn's Disease,1,5-Sep-17,5
176939,Adalimumab,Hidradenitis Suppurativa,1,13-Sep-17,1
176936,Adalimumab,"Crohn's Disease, Maintenance",10,17-Sep-17,6
176932,Adalimumab,Psoriasis,1,12-Oct-17,0
176926,Adalimumab,Rheumatoid Arthritis,2,28-Nov-17,0
176915,Promethazine,Nausea/Vomiting,10,6-Mar-17,14
176914,Promethazine,Sedation,2,8-Mar-17,8
176899,Promethazine,Light Sedation,1,7-Nov-17,0
176896,Promethazine,Sedation,10,20-Jan-16,45
176892,Promethazine,Nausea/Vomiting,10,15-Feb-16,18
176889,Promethazine,Nausea/Vomiting,10,12-Mar-16,22
176888,Promethazine,Sedation,10,13-Mar-16,30
176887,Promethazine,Allergic Reactions,7,24-Apr-16,0
176884,Promethazine,Vertig,10,10-Jun-16,9
176883,Promethazine,Nausea/Vomiting,10,25-Jun-16,37
176882,Promethazine,Nausea/Vomiting,10,8-Jul-16,14
176878,Promethazine,Nausea/Vomiting,10,30-Jul-16,33
176877,Promethazine,Sedation,9,17-Aug-16,17
176873,Promethazine,Light Sedation,10,21-Oct-16,12
176867,Triazolam,Insomnia,10,13-Apr-11,13
176859,Triazolam,Insomnia,10,19-Jun-13,32
176858,Triazolam,Insomnia,1,3-Nov-13,8
176851,Adalimumab,Psoriasis,1,13-Jan-17,8
176847,Adalimumab,Psoriasis,10,7-Feb-17,27
176844,Adalimumab,"Crohn's Disease, Maintenance",1,18-Feb-17,7
176843,Adalimumab,Crohn's Disease,8,20-Feb-17,6
176835,Adalimumab,Rheumatoid Arthritis,6,31-Mar-17,14
176832,Triazolam,Insomnia,10,16-Apr-14,22
176829,Triazolam,Insomnia,9,23-Mar-15,43
176828,Triazolam,Insomnia,10,30-May-15,16
176826,Triazolam,Insomnia,10,20-Aug-15,24
176825,Triazolam,Insomnia,5,6-Dec-15,19
176809,Triazolam,Insomnia,10,5-Oct-17,0
176808,Triazolam,Insomnia,10,19-Oct-17,1
176805,Nardil,Depression,8,30-Dec-08,51
176791,Alphagan P,"Glaucoma, Open Angle",1,18-Nov-09,52
176789,Alphagan P,"Glaucoma, Open Angle",2,21-Apr-14,5
176787,Nardil,Depression,2,17-Apr-12,35
176785,Nardil,Depression,9,6-Jan-13,60
176781,Nardil,Depression,10,10-Mar-14,81
176773,Nardil,Depression,3,28-Sep-16,5
176769,Nardil,Depression,10,5-Feb-17,48
176767,Nardil,Depression,10,6-Jun-17,23
176765,Nardil,Depression,10,5-Nov-17,6
176761,Lidocaine / menthol,Muscle Pain,10,22-Jul-15,1
176754,Lorazepam,Anxiety,9,27-Feb-08,152
176749,Lorazepam,Anxiety,10,18-Mar-08,103
176746,Lorazepam,Light Anesthesia,9,1-Apr-08,11
176735,Lorazepam,Anxiety,10,6-Aug-08,122
176734,Lorazepam,Not Listed / Othe,7,7-Aug-08,7
176733,Lorazepam,Anxiety,7,10-Aug-08,15
176730,Lorazepam,Anxiety,9,24-Sep-08,27
176722,Lorazepam,Anxiety,9,12-Nov-08,28
176721,Lorazepam,Not Listed / Othe,10,21-Nov-08,13
176720,Fluorometholone,Eye Redness,7,21-Jun-11,28
176719,Fluorometholone,Steroid Responsive Inflammatory Conditions,8,2-Apr-17,0
176717,Lorazepam,Anxiety,10,28-Nov-08,60
176715,Lorazepam,Anxiety,9,22-Dec-08,188
176714,Lorazepam,Insomnia,10,30-Dec-08,141
176711,Lorazepam,Not Listed / Othe,10,24-Jan-09,4
176709,Lorazepam,Anxiety,10,28-Feb-09,109
176707,Lorazepam,Anxiety,1,30-Mar-09,47
176697,Lorazepam,Anxiety,9,3-Jun-09,44
176693,Lorazepam,Anxiety,9,21-Jun-09,5
176687,Lorazepam,Anxiety,9,20-Jul-09,154
176685,Lorazepam,Anxiety,10,2-Aug-09,139
176681,Lorazepam,Anxiety,10,28-Aug-09,9
176678,Lorazepam,Anxiety,10,11-Sep-09,103
176667,Lorazepam,Anxiety,1,31-Oct-09,34
176663,Lorazepam,Anxiety,9,10-Nov-09,98
176661,Lorazepam,Anxiety,10,16-Nov-09,24
176653,Lorazepam,Light Anesthesia,10,1-Jan-10,12
176650,Lorazepam,Anxiety,8,24-Jan-10,12
176648,Lorazepam,Nausea/Vomiting,9,26-Jan-10,42
176643,Lorazepam,Anxiety,10,7-Apr-10,6
176642,Lorazepam,Anxiety,5,25-Apr-10,20
176638,Lorazepam,Anxiety,9,20-May-10,7
176637,Lorazepam,Anxiety,10,21-May-10,8
176630,Lorazepam,Anxiety,9,14-Aug-10,10
176620,Lorazepam,Panic Disorde,5,22-Nov-10,28
176618,Lorazepam,Anxiety,8,20-Dec-10,10
176617,Lorazepam,Anxiety,9,20-Dec-10,42
176616,Lorazepam,Sedation,5,21-Dec-10,20
176608,Lorazepam,Anxiety,9,15-Feb-11,6
176604,Lorazepam,Anxiety,9,15-Mar-11,2
176603,Lorazepam,Anxiety,10,23-Mar-11,10
176598,Lorazepam,Anxiety,10,14-May-11,13
176586,Lorazepam,Anxiety,10,13-Sep-11,14
176579,Lorazepam,Anxiety,5,11-Oct-11,12
176577,Lorazepam,Anxiety,3,24-Oct-11,28
176576,Lorazepam,Anxiety,10,4-Nov-11,23
176574,Lorazepam,Anxiety,4,15-Nov-11,20
176572,Lorazepam,Anxiety,10,6-Dec-11,20
176571,Lorazepam,Anxiety,6,11-Dec-11,19
176570,Lorazepam,Anxiety,10,20-Dec-11,43
176569,Lorazepam,Panic Disorde,10,27-Dec-11,55
176568,Lorazepam,Anxiety,8,8-Jan-12,18
176566,Lorazepam,Anxiety,5,12-Jan-12,26
176565,Lorazepam,Insomnia,1,19-Jan-12,49
176560,Lorazepam,Anxiety,7,16-Mar-12,14
176555,Lorazepam,Anxiety,10,30-Apr-12,28
176552,Lorazepam,Nausea/Vomiting,4,14-May-12,34
176545,Lorazepam,Anxiety,5,24-Jul-12,33
176541,Lorazepam,Anxiety,9,23-Feb-14,24
176539,Lorazepam,Anxiety,10,11-Mar-14,65
176538,Lorazepam,Sedation,10,13-Mar-14,21
176536,Lorazepam,Anxiety,6,23-Mar-14,28
176535,Lorazepam,Insomnia,9,28-Mar-14,83
176527,Lorazepam,Nausea/Vomiting,10,27-May-14,37
176523,Lorazepam,Anxiety,9,4-Jun-14,64
176521,Lorazepam,Panic Disorde,9,12-Jun-14,37
176516,Lorazepam,Anxiety,8,22-Mar-13,64
176512,Lorazepam,Anxiety,10,23-Apr-13,24
176501,Lorazepam,Anxiety,8,30-May-13,58
176500,Lorazepam,Anxiety,10,5-Jun-13,57
176488,Lorazepam,Anxiety,9,21-Aug-12,15
176482,Lorazepam,"Nausea/Vomiting, Chemotherapy Induced",10,21-Oct-12,11
176470,Lorazepam,Sedation,7,21-Feb-13,19
176467,Lorazepam,Anxiety,10,29-Aug-13,131
176462,Lorazepam,Nausea/Vomiting,9,2-Oct-13,71
176461,Lorazepam,Anxiety,9,6-Oct-13,23
176460,Lorazepam,Anxiety,10,10-Oct-13,114
176458,Lorazepam,Anxiety,8,28-Oct-13,61
176449,Lorazepam,Anxiety,10,13-Jan-14,15
176447,Lorazepam,Anxiety,9,22-Jan-14,40
176443,Lorazepam,Insomnia,10,16-Jun-14,96
176438,Lorazepam,Anxiety,10,3-Jul-14,35
176436,Lorazepam,Insomnia,10,4-Aug-14,103
176431,Lorazepam,Anxiety,9,15-Sep-14,46
176429,Lorazepam,Anxiety,9,23-Sep-14,35
176422,Lorazepam,Anxiety,9,7-Nov-14,175
176421,Lorazepam,Anxiety,10,10-Nov-14,123
176418,Lorazepam,Anxiety,10,14-May-15,43
176409,Lorazepam,Cervical Dystonia,6,9-Jul-15,4
176406,Lorazepam,Panic Disorde,5,27-Jul-15,25
176403,Lorazepam,Anxiety,9,7-Aug-15,19
176400,Lorazepam,Anxiety,1,23-Aug-15,9
176395,Lorazepam,Insomnia,1,6-Sep-15,29
176390,Lorazepam,Anxiety,10,2-Dec-14,74
176383,Lorazepam,Panic Disorde,10,19-Jan-15,79
176382,Lorazepam,Anxiety,10,5-Feb-15,68
176377,Lorazepam,Anxiety,10,9-Apr-15,35
176366,Lorazepam,Cervical Dystonia,7,7-Dec-15,6
176364,Lorazepam,Anxiety,10,10-Dec-15,42
176359,Lorazepam,Anxiety,3,23-Dec-15,4
176358,Lorazepam,Anxiety,1,29-Dec-15,35
176342,Lorazepam,Insomnia,8,7-Sep-15,50
176341,Lorazepam,Anxiety,10,9-Sep-15,100
176337,Lorazepam,Anxiety,10,18-Sep-15,18
176336,Lorazepam,Insomnia,9,18-Sep-15,71
176335,Lorazepam,Anxiety,1,19-Sep-15,30
176333,Lorazepam,Panic Disorde,10,6-Oct-15,48
176329,Lorazepam,Anxiety,10,14-Oct-15,18
176325,Lorazepam,Panic Disorde,9,2-Nov-15,28
176324,Lorazepam,Anxiety,1,4-Nov-15,31
176321,Lorazepam,Anxiety,9,20-Nov-15,28
176320,Lorazepam,Anxiety,10,21-Nov-15,37
176319,Lorazepam,Anxiety,10,30-Nov-15,51
176316,Lorazepam,Panic Disorde,10,27-Jan-16,24
176315,Lorazepam,Panic Disorde,2,31-Jan-16,36
176312,Lorazepam,Anxiety,10,8-Feb-16,10
176310,Lorazepam,Anxiety,9,15-Feb-16,49
176308,Lorazepam,Anxiety,10,21-Feb-16,11
176305,Lorazepam,Anxiety,10,25-Feb-16,62
176294,Lorazepam,Anxiety,1,24-Mar-16,32
176291,Lorazepam,Anxiety,10,3-Jun-16,76
176284,Lorazepam,Anxiety,8,6-Jul-16,37
176277,Lorazepam,Anxiety,8,15-Jul-16,42
176274,Lorazepam,Anxiety,8,1-Aug-16,45
176272,Lorazepam,Anxiety,1,15-Aug-16,8
176271,Lorazepam,Anxiety,9,16-Aug-16,61
176270,Lorazepam,Anxiety,10,23-Aug-16,93
176268,Lorazepam,Anxiety,10,25-Mar-16,19
176266,Lorazepam,Anxiety,10,27-Mar-16,20
176262,Lorazepam,Anxiety,10,7-Apr-16,33
176260,Lorazepam,Insomnia,9,11-Apr-16,93
176257,Lorazepam,Nausea/Vomiting,9,14-Apr-16,15
176254,Lorazepam,Anxiety,9,19-Apr-16,29
176250,Lorazepam,Insomnia,10,24-Apr-16,101
176246,Lorazepam,Nausea/Vomiting,10,13-May-16,27
176240,Lorazepam,Anxiety,10,27-Sep-16,21
176239,Lorazepam,Anxiety,9,28-Sep-16,64
176238,Lorazepam,Nausea/Vomiting,10,29-Sep-16,9
176234,Lorazepam,Anxiety,5,13-Oct-16,10
176233,Lorazepam,Anxiety,9,14-Oct-16,69
176221,Lorazepam,Anxiety,8,5-Dec-16,8
176214,Lorazepam,Anxiety,10,5-Mar-17,56
176202,Lorazepam,Anxiety,7,15-Apr-17,13
176200,Lorazepam,Anxiety,1,20-Apr-17,26
176199,Lorazepam,Anxiety,10,21-Apr-17,38
176196,Lorazepam,Anxiety,1,4-May-17,31
176195,Lorazepam,Anxiety,10,5-May-17,42
176190,Lorazepam,Insomnia,1,9-Jun-17,12
176186,Lorazepam,Anxiety,9,18-Jun-17,27
176178,Lorazepam,Anxiety,1,15-Jul-17,4
176177,Lorazepam,Anxiety,9,21-Jul-17,22
176172,Lorazepam,Anxiety,10,5-Aug-17,46
176169,Lorazepam,Panic Disorde,9,15-Aug-17,23
176167,Lorazepam,Insomnia,10,30-Aug-17,20
176163,Lorazepam,Anxiety,10,5-Sep-17,23
176159,Lorazepam,Insomnia,9,9-Oct-17,13
176158,Lorazepam,Anxiety,10,10-Oct-17,16
176156,Lorazepam,Panic Disorde,8,17-Oct-17,19
176153,Lorazepam,Status Epilepticus,10,2-Nov-17,2
176152,Lorazepam,Anxiety,8,4-Nov-17,2
176150,Lorazepam,Anxiety,10,16-Nov-17,2
176141,Zanamivir,Influenza,9,24-Jan-14,2
176138,Levlen,Abnormal Uterine Bleeding,10,16-Jul-09,12
176134,Levlen,Birth Control,1,9-Nov-11,15
176127,Levlen,Birth Control,1,20-Apr-16,8
176124,Levlen,Birth Control,8,30-Aug-17,1
176121,Mimvey,Postmenopausal Symptoms,1,16-Oct-16,0
176114,Desyrel,Insomnia,1,10-Aug-09,63
176110,Desyrel,Insomnia,7,23-Dec-09,28
176109,Desyrel,Insomnia,9,30-Dec-09,33
176108,Desyrel,ibromyalgia,10,12-Apr-10,39
176105,Desyrel,ibromyalgia,2,25-Sep-10,40
176098,Desyrel,Insomnia,6,7-Feb-12,26
176093,Desyrel,Sedation,2,3-May-13,110
176083,Famvir,Herpes Zoste,8,1-Jun-08,41
176078,Famvir,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",9,17-Sep-09,11
176077,Famvir,Cold Sores,8,11-Aug-10,26
176075,Famvir,Cold Sores,6,6-Oct-11,11
176072,Famvir,Herpes Zoste,9,21-Jan-17,7
176068,Dimetapp Children's Cold & Cough,Cough and Nasal Congestion,1,23-Oct-13,6
176064,Tobramycin,"Conjunctivitis, Bacterial",10,5-Nov-09,11
176060,Tobramycin,"Conjunctivitis, Bacterial",10,4-Mar-16,8
176057,Buprenex,Pain,10,16-Jun-11,15
176054,Neo-Poly-Dex,"Conjunctivitis, Bacterial",9,27-Feb-13,14
176053,Neo-Poly-Dex,3</span> users found this comment helpful.,1,8-Aug-15,3
176051,Neo-Poly-Dex,Blepharitis,10,6-Feb-17,2
176050,Apriso,"Ulcerative Colitis, Maintenance",6,28-Aug-10,20
176039,Apriso,Ulcerative Colitis,1,9-May-16,3
176035,Apriso,Inflammatory Bowel Disease,10,9-Apr-17,1
176033,Apriso,Crohn's Disease,8,20-Oct-17,0
176030,Toujeo,"Diabetes, Type 2",6,12-Mar-16,9
176019,Toujeo,"Diabetes, Type 2",3,13-Jan-17,6
176015,Polymyxin b / trimethoprim,"Conjunctivitis, Bacterial",8,25-May-11,47
176013,Polymyxin b / trimethoprim,"Conjunctivitis, Bacterial",9,28-Mar-15,25
176010,Polymyxin b / trimethoprim,"Conjunctivitis, Bacterial",1,16-Feb-17,6
176006,Lemtrada,Multiple Sclerosis,10,26-Apr-17,12
176001,Epzicom,HIV Infection,10,16-Aug-13,3
175993,Levaquin,Sinusitis,4,3-Mar-08,21
175991,Levaquin,Sinusitis,8,17-Mar-08,40
175989,Levaquin,Sinusitis,8,27-Mar-08,21
175974,Levaquin,Skin or Soft Tissue Infection,1,29-Oct-08,9
175966,Levaquin,Sinusitis,7,22-Jan-09,12
175964,Levaquin,Bronchitis,7,4-Feb-09,19
175963,Levaquin,Sinusitis,8,20-Feb-09,12
175962,Levaquin,Sinusitis,1,28-Feb-09,29
175956,Levaquin,Bronchitis,10,27-Mar-09,13
175953,Levaquin,Bronchitis,9,3-Apr-09,21
175944,Levaquin,Pneumonia,10,30-May-09,33
175941,Levaquin,Urinary Tract Infection,4,15-Jun-09,27
175938,Levaquin,Kidney Infections,6,15-Jul-09,32
175929,Levaquin,Bacterial Infection,1,19-Nov-09,14
175926,Levaquin,Sinusitis,3,17-Dec-09,16
175925,Levaquin,Bladder Infection,1,18-Dec-09,26
175922,Levaquin,Bronchitis,7,30-Dec-09,39
175921,Levaquin,Bronchitis,3,19-Jan-10,18
175918,Levaquin,Pneumonia,7,8-Feb-10,39
175916,Levaquin,Bacterial Infection,3,9-Mar-10,19
175915,Levaquin,Bronchitis,8,9-Mar-10,38
175914,Levaquin,Urinary Tract Infection,1,13-Mar-10,35
175913,Levaquin,Pneumonia,10,27-Mar-10,58
175908,Levaquin,Bacterial Infection,1,3-Jun-10,10
175905,Magnesium salicylate,Pain,10,22-Mar-13,9
175901,Levaquin,Bronchitis,3,21-Aug-09,20
175898,Levaquin,Otitis Media,5,28-Aug-09,7
175892,Levaquin,Sinusitis,4,18-Sep-09,28
175874,Levaquin,Pneumonia,10,14-Sep-10,35
175871,Levaquin,Bacterial Infection,10,20-Nov-10,43
175869,Levaquin,Bronchitis,8,25-Nov-10,33
175867,Levaquin,Sinusitis,10,9-Jan-11,42
175866,Levaquin,Bronchitis,1,12-Jan-11,40
175864,Levaquin,Pneumonia,10,25-Jan-11,132
175855,Levaquin,Pneumonia,2,1-Aug-11,26
175853,Levaquin,Bronchitis,4,18-Sep-11,40
175852,Levaquin,Urinary Tract Infection,1,19-Sep-11,55
175848,Levaquin,Bronchitis,10,23-Dec-11,65
175847,Levaquin,Sinusitis,10,13-Jan-12,55
175845,Levaquin,Bladder Infection,7,7-Mar-12,15
175830,Levaquin,Pneumonia,10,5-Apr-13,77
175824,Levaquin,Bronchitis,10,16-Jan-15,50
175823,Levaquin,Bronchitis,8,23-Feb-15,20
175822,Levaquin,Sinusitis,5,19-Mar-15,21
175818,Levaquin,Prostatitis,5,11-Apr-15,14
175817,Levaquin,Bronchitis,8,15-Apr-15,30
175813,Levaquin,Sinusitis,1,16-May-15,28
175811,Levaquin,Sinusitis,9,21-May-15,33
175808,Levaquin,Pneumonia,10,7-Aug-15,39
175802,Levaquin,Bladder Infection,10,10-May-13,21
175791,Levaquin,Bacterial Infection,7,29-Nov-13,13
175783,Levaquin,Bronchitis,10,11-May-14,65
175782,Levaquin,Sinusitis,7,29-Jun-14,24
175780,Levaquin,Bacterial Infection,9,28-Jul-14,31
175779,Levaquin,Urinary Tract Infection,9,5-Aug-14,59
175775,Levaquin,Bronchitis,4,15-Apr-16,13
175774,Levaquin,Sinusitis,10,20-Apr-16,41
175773,Levaquin,Sinusitis,8,23-Apr-16,29
175772,Levaquin,Pneumonia,5,23-Apr-16,28
175768,Levaquin,Urinary Tract Infection,1,5-Jun-16,30
175766,Levaquin,Sinusitis,2,26-Jun-16,22
175765,Levaquin,Kidney Infections,5,24-Jul-16,8
175761,Levaquin,Sinusitis,1,15-Aug-16,19
175758,Levaquin,Pneumonia,1,26-Aug-16,26
175755,Levaquin,Kidney Infections,10,8-Sep-16,15
175754,Levaquin,Pneumonia,2,15-Sep-16,21
175747,Levaquin,Bronchitis,1,9-Dec-15,21
175746,Levaquin,Pneumonia,8,24-Dec-15,20
175745,Levaquin,Sinusitis,10,1-Jan-16,60
175732,Levaquin,Sinusitis,5,19-Mar-16,24
175725,Augmentin,Sinusitis,10,22-Jun-08,54
175721,Augmentin,Bronchitis,1,30-Jan-09,25
175713,Augmentin,Strep Throat,8,30-Aug-09,35
175712,Augmentin,Bacterial Infection,8,11-Sep-09,49
175707,Levaquin,Skin or Soft Tissue Infection,1,22-Sep-16,2
175704,Levaquin,Pneumonia,1,2-Oct-16,33
175701,Levaquin,Bacterial Infection,1,14-Dec-16,11
175699,Levaquin,Sinusitis,1,5-Jan-17,15
175687,Levaquin,Sinusitis,1,11-Apr-17,16
175682,Levaquin,Pneumonia,8,5-May-17,14
175681,Levaquin,Pneumonia,1,6-May-17,12
175669,Levaquin,Pneumonia,1,12-Aug-17,2
175668,Levaquin,Otitis Media,1,21-Aug-17,5
175667,Levaquin,Urinary Tract Infection,10,21-Sep-17,6
175666,Levaquin,Skin or Soft Tissue Infection,1,22-Sep-17,1
175652,Augmentin,Sinusitis,10,25-Jan-10,16
175642,Augmentin,Strep Throat,8,20-Feb-11,17
175634,Augmentin,Otitis Media,2,9-Oct-11,9
175630,Augmentin,Sinusitis,1,3-Nov-11,30
175626,Augmentin,Strep Throat,6,5-Jan-12,51
175625,Augmentin,Sinusitis,7,14-Jan-12,20
175616,Augmentin,Bronchitis,9,13-Jul-12,33
175613,Augmentin,Bronchitis,1,13-Aug-12,26
175612,Augmentin,Bronchitis,1,15-Sep-12,32
175607,Augmentin,Strep Throat,6,14-Nov-12,11
175601,Augmentin,Bronchitis,10,11-Apr-13,68
175594,Augmentin,Sinusitis,10,20-Oct-13,80
175590,Augmentin,Strep Throat,9,6-Feb-14,40
175588,Augmentin,Sinusitis,10,6-Mar-14,207
175587,Augmentin,Sinusitis,9,6-May-14,76
175585,Augmentin,Otitis Media,9,15-May-14,10
175584,Augmentin,Skin and Structure Infection,8,21-May-14,26
175582,Augmentin,Sinusitis,5,22-Jun-14,38
175580,Augmentin,Sinusitis,5,25-Jul-14,111
175578,Augmentin,Bronchitis,5,20-Nov-14,32
175577,Augmentin,Upper Respiratory Tract Infection,10,26-Nov-14,17
175571,Augmentin,Strep Throat,4,14-Jan-15,40
175570,Augmentin,Upper Respiratory Tract Infection,10,2-Feb-15,17
175567,Augmentin,Upper Respiratory Tract Infection,5,11-Mar-15,12
175566,Augmentin,Sinusitis,3,28-Mar-15,26
175562,Augmentin,Sinusitis,10,1-May-15,40
175561,Augmentin,Sinusitis,10,10-May-15,22
175559,Augmentin,Upper Respiratory Tract Infection,10,13-May-15,6
175554,Augmentin,Sinusitis,10,4-Jul-15,41
175549,Augmentin,Urinary Tract Infection,1,15-Aug-15,15
175545,Augmentin,Bacterial Infection,10,29-Sep-15,33
175539,Augmentin,Upper Respiratory Tract Infection,10,30-Nov-15,13
175517,Augmentin,5</span> users found this comment helpful.,2,25-Mar-16,5
175514,Augmentin,Strep Throat,3,31-Mar-16,13
175513,Augmentin,Sinusitis,2,31-Mar-16,24
175508,Scopolamine,Nausea/Vomiting,9,26-Feb-08,8
